Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1987,180,652860,1246700,27400,470,11235411,71020,2736690,28470,200,440,7682300,82580,83217,25680,,112760,273600,130170,110630,690,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1105826,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349130,23180,750,42390,48310,2381740,15928520,33144913,24400050,22409064,27358215,276840,995450,2645532.016,101000,499440,42390,1000000,3968582.016,15560358,304590,18270,547566.0156,1396.000061,,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278419.43,990,111890,17377821,55910,27560,89880,71027549.03,93410790.03,22383241,4369370,1811570,18013871,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21939994,92051048,30360,44547615.03,62680,,62196,20,54.4,446300,2,32870,581540,300,11226230,1943950,,79541238,25430,1220190,320,653540,8643940,13450,1553560,,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556487.03,309500,2039233.998,770880,74340,1280000,298170,,452860,306290,17791611,8870,120410,91500,397300,6020,62860,31450319,3660,11610,230340,16389950,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2506943.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15807930,23001604,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57601244,175020,9158960,425400,390,882050,150,350,325490,12190,127329467.4,2830,10887,527970,1213090,743390,386850
1988,180,652860,1246700,27400,470,11235411,71020,2736690,28470,200,440,7682300,82580,83217,25680,,112760,273600,130170,110630,690,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1105816,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349130,23180,750,42390,48310,2381740,15928520,33144913,24400050,22409064,27358205,276840,995450,2645532.016,101000,499440,42390,1000000,3968572.016,15560358,304590,18270,547566.0156,1396.000061,,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278409.43,990,111890,17377821,55910,27560,89870,71027549.03,93410790.03,22383241,4369370,1811570,18013871,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21939994,92051048,30360,44547615.03,62680,,62196,20,54.4,446300,2,32870,581540,300,11226230,1943950,,79541238,25430,1220190,320,653540,8643940,13450,1553560,,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556477.03,309500,2039233.998,770880,74340,1280000,298170,,452860,306290,17791611,8870,120410,91500,397300,6020,62860,31450309,3660,11610,230340,16389950,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2506943.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15807930,23001604,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57601244,175020,9158960,425400,390,882050,150,350,325490,12190,127329457.4,2830,10887,527970,1213090,743390,386850
1989,180,652860,1246700,27400,470,11235411,71020,2736690,28470,200,440,7682300,82580,83217,25680,,112760,273600,130170,110630,690,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1104826,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349130,23180,750,42390,48310,2381740,15928520,33144913,24400050,22409064,27357215,276840,995450,2645532.016,101000,499440,42390,1000000,3967582.016,15560358,304590,18270,547566.0156,1396.000061,,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35277419.43,990,111890,17377821,55910,27560,89870,71026559.03,93409800.03,22383241,4369370,1811570,18013871,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21939994,92051048,30360,44546625.03,62680,,62196,20,54.4,446300,2,32870,581540,300,11226230,1943950,,79541238,25430,1220190,320,653540,8643940,13450,1553560,,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556477.03,309500,2039233.998,770880,74340,1280000,298170,,452860,306290,17791611,8870,120410,91500,397300,6020,62860,31450309,3660,11610,229350,16389950,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2506943.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15807930,23000614,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57601244,175020,9158960,425400,390,882050,150,350,325490,12190,127328467.4,2830,10887,527970,1213090,743390,386850
1990,180,652860,1246700,27400,470,11235411,71020,2736690,28470,200,440,7682300,82580,83217,25680,,112760,273600,130170,110630,690,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1104826,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349130,23180,750,42390,48310,2381740,15928520,33144913,24400050,22409064,27357215,276840,995450,2645532.016,101000,499440,42390,1000000,3967582.016,15560358,304590,18270,547566.0156,1396.000061,,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35277419.43,990,111890,17377821,55910,27560,89870,71026559.03,93409800.03,22383241,4369370,1811570,18013871,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21939994,92051048,30360,44546625.03,62680,,62196,20,54.4,446300,2,32870,581540,300,11226230,1943950,,79541238,25430,1220190,320,653540,8643940,13450,1553560,,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556477.03,309500,2039233.998,770880,74340,1280000,298170,,452860,306290,17791611,8870,120410,91500,397300,6020,62860,31450309,3660,11610,229350,16389950,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2506943.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15807930,23000614,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57601244,175020,9158960,425400,390,882050,150,350,325490,12190,127328467.4,2830,10887,527970,1213090,743390,386850
1991,180,652860,1246700,27400,470,11235411,71020,2736690,28470,200,440,7682300,82580,83217,25680,,112760,273600,130170,110630,690,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1104936,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349130,23180,750,42390,48310,2381740,15929400,33145613,24401850,22409064,27357325,276840,995450,2645532.016,101000,499440,42390,1000000,3967692.016,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278449.43,990,111890,17377821,55910,27560,89870,71027129.03,93411250.03,22384121,4369370,1811570,18014751,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21940694,92051928,30360,44546735.03,62680,,62196,20,54.4,446300,2,32870,581540,300,11226230,1943950,180,79542118,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556477.03,309500,2039233.998,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450309,3660,11610,229460,16389950,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2508283.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809270,23000724,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57601424,175020,9158960,425400,390,882050,150,350,325490,12190,127330377.4,2830,10887,527970,1213090,743390,386850
1992,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83217.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1104936.001,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349130,23180,750,42430,48310,2381740,15929400,33145633,24401850,22409064,27357365,276840,995450,2645532.017,101000,499440,42390,1000000,3967732.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278509.43,990,111890,17377821,55910,27560,89870,71027129.03,93411250.03,22384121,4369370,1811570,18014751,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21940694,92051928,30360,44546735.03,62680,,62196.00098,20,54.4,446300,2,32870,581540,300,11226250,1943950,180,79542118,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556517.03,309500,2039253.998,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450349,3660,11610,229460,16389950,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2508303.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809270,23000724,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57601424,175020,9158960,425400,390,882050,150,350,325490,12190,127330437.4,2830,10887,527970,1213090,743390,386850
1993,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83217.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,46722.99805,566730,622980,9093510,1104926.001,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349120,23180,750,42430,48310,2381740,15929400,33145633,24401850,22405374,27353655,276840,995450,2645522.017,101000,499440,42390,1000000,3967712.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278489.43,990,111890,17377821,55910,27560,89860,71023439.03,93407560.03,22384121,4369370,1811570,18014751,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17770544,12509810,160,62710,21940774,92048238,30360,44543045.03,62680,,62196.00098,20,54.4,446300,2,32950,581540,300,11226250,1943950,180,79538428,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556497.03,309500,2039253.998,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450329,3660,11610,229460,16386180,24670,4779832.998,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2508303.998,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809270,22997034,54390,510890,139960,469930,19942112.03,14870,8637920,720,4779832.998,21241391,5130,155360,769630,30,885800,199810,579350,57597654,175020,9158960,425400,390,882050,150,350,325490,12190,127326727.4,2830,10887,527970,1213090,743390,386850
1994,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83217.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,39800,566730,622980,9093510,1104976.001,39528.99902,197.9999924,743532.0313,9388250,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349110,23180,750,42430,48310,2381740,15929400,33138710,24401850,22400514,27348835,276840,995450,2645512.017,101000,499440,42390,1000000,3967752.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278529.43,990,111890,17377821,55910,27560,89860,71018629.03,93395827.03,22377198,4369370,1811570,18007828,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17763621,12509810,160,62710,21933841,92036455,30360,44538235.03,62680,,62196.00098,20,54.4,446300,2,32940,581540,300,11226250,1943950,180,79526645,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556487.03,309500,2032331,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450319,3660,11610,229510,16381330,24670,4772910,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2501381,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809270,22992224,54390,510890,139960,469930,19942112.03,14870,8637920,720,4772910,21241391,5130,155360,769630,30,885800,199810,579350,57592804,175020,9158960,425400,390,882050,150,350,325490,12190,127314984.4,2830,10887,527970,1213090,743390,386850
1995,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83217.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,39800,566730,622980,9093510,1104956.001,39528.99902,197.9999924,743532.0313,9388240,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349100,23180,750,42430,48310,2381740,15929390,33138710,24401900,22397554,27345845,276840,995450,2645502.017,101000,499440,42390,1000000,3967722.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278559.43,1050,111890,17377821,55910,27560,89860,71015639.03,93392837.03,22377198,4369370,1811570,18007828,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364600,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17763621,12509810,160,62710,21933831,92033485,30360,44535245.03,62680,,62196.00098,20,54.4,446300,2,32930,581540,300,11226250,1943950,180,79523675,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556477.03,309500,2032331,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450369,3660,11610,229490,16378380,24670,4772910,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2501381,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809260,22989244,54390,510890,139960,469930,19942112.03,14870,8637920,720,4772910,21241391,5130,155360,769630,30,885800,199810,579350,57589844,175020,9158960,425400,390,882050,150,350,325490,12190,127312044.4,2830,10887,527970,1213090,743390,386850
1996,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83217.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,39800,566730,622980,9093510,1105056.001,39528.00049,197.9999924,743532.0313,9388230,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349090,23180,750,42430,48310,2381740,15929380,33138710,24401790,22397134,27345514,276840,995450,2645492.017,101000,499440,42390,1000000,3967812.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,341700,107160,540,196850,35278548.43,1050,111890,17377821,55980,27560,89860,71015309.03,93392507.03,22377198,4369370,1811570,18007828,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364500,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17763621,12509810,160,62710,21933831,92033055,30360,44534845.03,62680,,62196.00098,20,54.4,446300,2,32930,581540,300,11226250,1943950,180,79523245,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556366.03,309500,2032331,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450328,3660,11610,229520,16377960,24670,4772910,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2501381,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809250,22988924,54390,510890,139960,469930,19942112.03,14870,8637920,720,4772910,21241391,5130,155360,769630,30,885800,199810,579350,57589414,175020,9158960,425400,390,882050,150,350,325490,12190,127311603.4,2830,10887,527970,1213090,743390,386850
1997,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83217.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,39800,566730,622980,9093510,1105006.001,39526.99951,197.9999924,743532.0313,9388230,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349050,23180,750,42430,48310,2381740,15929380,33138710,24401790,22397814,27414853,276840,995450,2645452.017,101000,499440,42390,1000000,3967722.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,410450,107160,540,196850,35347207.43,1050,111890,17377821,55980,27560,89800,71015999.03,93393197.03,22377198,4369370,1811570,18007828,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364500,2699700,569140,191800,176520,810,260,96460,17820,19050790,230800,10230,96320,1759540,610,20071224.43,17763621,12509810,160,62710,21933821,92033735,30360,44535535.03,62680,,62196.00098,20,54.4,446300,2,32920,581540,300,11226250,1943950,180,79523925,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556265.03,309500,2032331,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450227,3660,11610,229530,16378650,24670,4772910,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2501381,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809250,22989614,54390,510890,139960,469930,19942112.03,14870,8637920,720,4772910,21241391,5130,155360,769630,30,885800,199810,579350,57590104,175020,9158960,425400,390,882050,150,350,325490,12190,127380942.4,2830,10887,527970,1213090,743390,386850
1998,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,83092.00195,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,39800,566730,622980,9093510,1104996.001,39526.00098,197.9999924,743532.0313,9388230,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,349020,23180,750,42430,48310,2381740,15929380,33110230,24401790,22400329,27417327,248360,995450,2645422.017,101000,499440,42390,1000000,3967682.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,410450,107160,540,196850,35347166.43,1050,111890,17377821,55910,27560,89800,70990024.03,93367222.03,22377198,4369370,1811570,18007828,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364500,2699700,569140,191800,176520,810,260,96460,17820,19022310,230800,10230,96320,1759540,610,20042744.43,17763621,12509810,160,62710,21933811,92007770,30360,44538110.03,62680,,62196.00098,20,54.4,446300,2,32910,581540,300,11226250,1943950,180,79497960,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556234.03,309500,2032331,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450126,3660,11610,229590,16381300,24670,4772910,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2501381,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809250,22992119,54390,510890,139960,469930,19913632.03,14870,8637920,720,4772910,21241391,5130,155360,769630,30,885800,199810,579350,57564149,175020,9158960,425400,390,882050,150,350,325490,12190,127354936.4,2830,10887,527970,1213090,743390,386850
1999,180,652860,1246700,27400,470,11235431,71020,2736690,28470,200,440,7682300,82580,82705,25680,,112760,273600,130170,110630,710,10010,51200,202840,22810,54.00000095,1083300,8358140,430,5270,39800,566730,622980,9093510,1105006.001,39525,197.9999924,743532.0313,9388230,318000,472710,2267050,341500,1109500,1861.000061,4030,51060,404850,107400,444,240,9240,77270,348980,23180,750,42430,48310,2381740,15929380,33110230,24401790,22407142,27424109,248360,995450,2645382.017,101000,499440,42390,1000000,3967652.017,15561238,304590,18270,547566.0156,1396.000061,700,257670,241930,69490,227540,10,245720,10120,28120,28050,128900,340,410450,107160,540,196850,35347135.43,1050,111890,17377821,55910,27560,89800,70996847.03,93374045.03,22377198,4369370,1811570,18007828,570,2973190,,68890,1628760,437370,100250,21640,294110,10830,88240,364500,2699700,569140,191800,176520,810,260,96460,17820,19022310,230800,10230,96320,1759540,610,20042744.43,17763621,12509810,160,62710,21933801,92014583,30360,44544933.03,62680,,62196.00098,20,54.4,446300,2,32900,581540,300,11226250,1943950,180,79504773,25430,1220190,320,653540,8643940,13450,1553560,460,786380,1030700,2030,94280,328550,18252524,823290,18280,1266700,910770,120340,33760,365243.9844,143000,20,263310,35556193.03,309500,2032331,770880,74340,1280000,298170,460,452860,306290,17791611,8870,120410,91500,397300,6020,64200,31450085,3660,11610,229600,16388510,24670,4772910,2149690,,192530,670,27990,72180,20720,60,627340,87460,21238901,,21241391,2501381,960,156000,48100,20140,410340,17200,34,460,183780,950,1259200,15809250,22998942,54390,510890,139960,469930,19913632.03,14870,8637920,720,4772910,21241391,5130,155360,769630,30,885800,199810,579350,57570972,175020,9158960,425400,390,882050,150,350,325490,12190,127361718.4,2830,10887,527970,1213090,743390,386850
